college,year,CIP,Category,Title,Level,Gender,Awards
UCSD,2011,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship (new degree classification),Male,5
UCSD,2011,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSD,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,52
UCSD,2011,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSD,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Male,26
UCSD,2011,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship (new degree classification),Male,10
UCSD,2011,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship (new degree classification),Male,1
UCSD,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSF,2011,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship (new degree classification),Male,0
UCSF,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Male,11
UCSF,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,26
UCSF,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Male,0
UCSF,2011,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship (new degree classification),Male,11
UCSF,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Male,0
UCSB,2011,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship (new degree classification),Male,2
UCSB,2011,'09',Non-STEM,"Communication, Journalism, and Related Programs",Doctor's degree - research/scholarship (new degree classification),Male,0
UCSB,2011,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship (new degree classification),Male,11
UCSB,2011,'13',Non-STEM,Education,Doctor's degree - research/scholarship (new degree classification),Male,5
UCSB,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Male,40
UCSB,2011,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship (new degree classification),Male,8
UCSB,2011,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSB,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,9
UCSB,2011,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship (new degree classification),Male,10
UCSB,2011,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship (new degree classification),Male,2
UCSB,2011,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship (new degree classification),Male,7
UCSB,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,54
UCSB,2011,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship (new degree classification),Male,8
UCSB,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Male,20
UCSB,2011,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship (new degree classification),Male,9
UCSB,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSC,2011,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship (new degree classification),Male,1
UCSC,2011,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship (new degree classification),Male,5
UCSC,2011,'13',Non-STEM,Education,Doctor's degree - research/scholarship (new degree classification),Male,1
UCSC,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Male,14
UCSC,2011,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship (new degree classification),Male,1
UCSC,2011,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship (new degree classification),Male,3
UCSC,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,8
UCSC,2011,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship (new degree classification),Male,4
UCSC,2011,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship (new degree classification),Male,2
UCSC,2011,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship (new degree classification),Male,0
UCSC,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,18
UCSC,2011,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship (new degree classification),Male,2
UCSC,2011,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship (new degree classification),Male,7
UCSC,2011,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship (new degree classification),Male,2
UCSC,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Male,1
UCM,2011,'14',STEM Major,Engineering,Doctor's degree - research/scholarship (new degree classification),Male,1
UCM,2011,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,2
UCM,2011,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship (new degree classification),Male,1
UCM,2011,'54',Non-STEM,History,Doctor's degree - research/scholarship (new degree classification),Male,1
UCB,2012,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Male,7
UCB,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,13
UCB,2012,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Male,13
UCB,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,8
UCB,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,27
UCB,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,9
UCB,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,143
UCB,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,22
UCB,2012,'22',Non-STEM,Legal Professions and Studies,Doctor's degree - research/scholarship,Male,4
UCB,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,8
UCB,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,55
UCB,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,24
UCB,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,8
UCB,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,8
UCB,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,78
UCB,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,9
UCB,2012,'44',Non-STEM,Public Administration and Social Service Professions,Doctor's degree - research/scholarship,Male,1
UCB,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,46
UCB,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,4
UCB,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,2
UCB,2012,'52',Non-STEM,"Business, Management, Marketing, and Related Support Services",Doctor's degree - research/scholarship,Male,10
UCB,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,10
UCD,2012,'01',Non-STEM,"Agriculture, Agriculture Operations and Related Sciences",Doctor's degree - research/scholarship,Male,19
UCD,2012,'05',Non-STEM,"Area, Ethnic, Cultural, Gender, and Group Studies",Doctor's degree - research/scholarship,Male,0
UCD,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,17
UCD,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,6
UCD,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,75
UCD,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,6
UCD,2012,'19',Non-STEM,Family and Consumer Sciences/Human Sciences,Doctor's degree - research/scholarship,Male,1
UCD,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,5
UCD,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,59
UCD,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,16
UCD,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,4
UCD,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,4
UCD,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,47
UCD,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,6
UCD,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,32
UCD,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,1
UCD,2012,'54',Non-STEM,History,Doctor's degree - research/scholarship,Male,6
UCI,2012,'03',Non-STEM,Natural Resources and Conservation,Doctor's degree - research/scholarship,Male,0
UCI,2012,'04',Non-STEM,Architecture and Related Services,Doctor's degree - research/scholarship,Male,1
UCI,2012,'11',Non-STEM,Computer and Information Sciences and Support Services,Doctor's degree - research/scholarship,Male,25
UCI,2012,'13',Non-STEM,Education,Doctor's degree - research/scholarship,Male,4
UCI,2012,'14',STEM Major,Engineering,Doctor's degree - research/scholarship,Male,66
UCI,2012,'16',Non-STEM,"Foreign Languages, Literatures, and Linguistics",Doctor's degree - research/scholarship,Male,8
UCI,2012,'23',Non-STEM,English Language and Literature/Letters,Doctor's degree - research/scholarship,Male,8
UCI,2012,'26',STEM Major,Biological and Biomedical Sciences,Doctor's degree - research/scholarship,Male,25
UCI,2012,'27',STEM Major,Mathematics and Statistics,Doctor's degree - research/scholarship,Male,17
UCI,2012,'30',Non-STEM,Multi/Interdisciplinary Studies,Doctor's degree - research/scholarship,Male,1
UCI,2012,'38',Non-STEM,Philosophy and Religious Studies,Doctor's degree - research/scholarship,Male,7
UCI,2012,'40',STEM Major,Physical Sciences,Doctor's degree - research/scholarship,Male,48
UCI,2012,'42',Non-STEM,Psychology,Doctor's degree - research/scholarship,Male,7
UCI,2012,'45',Non-STEM,Social Sciences,Doctor's degree - research/scholarship,Male,17
UCI,2012,'50',Non-STEM,Visual and Performing Arts,Doctor's degree - research/scholarship,Male,2
UCI,2012,'51',Non-STEM,Health Professions and Related Programs,Doctor's degree - research/scholarship,Male,1
